UID No,Manufacturer,Engine Identification,Combustor Description,Eng Type,B/P Ratio,Pressure Ratio,Rated Thrust (kN),Fuel Flow T/O (kg/sec),Fuel Flow C/O (kg/sec),Fuel Flow App (kg/sec),Fuel Flow Idle (kg/sec),Fuel LTO Cycle (kg)  ,Fuel Heat of Combustion (MJ/kg),Fuel Hydrogen Content (% mass),Fuel Aromatics Content (% vol),nvPM EImass T/O (mg/kg),nvPM EImass C/O (mg/kg),nvPM EImass App (mg/kg),nvPM EImass Idle (mg/kg),nvPM EImass Max (mg/kg),nvPM EInum T/O (#/kg),nvPM EInum C/O (#/kg),nvPM EInum App (#/kg),nvPM EInum Idle (#/kg),nvPM EInum Max (#/kg),nvPM EImass_SL T/O (mg/kg),nvPM EImass_SL C/O (mg/kg),nvPM EImass_SL App (mg/kg),nvPM EImass_SL Idle (mg/kg),nvPM EInum_SL T/O (#/kg),nvPM EInum_SL C/O (#/kg),nvPM EInum_SL App (#/kg),nvPM EInum_SL Idle (#/kg),Ambient Baro Min (kPa),Ambient Baro Max (kPa),Ambient Temp Min (K),Ambient Temp Max (K)
01P20CM130,CFM International,LEAP-1A29,TAPS II,TF,10.7,35.5023,130.2883858,0.945866435,0.777285192,0.261129424,0.094368016,352.2132026,43.26,13.69,16.5,1.821049822,1.157553052,2.937417985,0.582452189,7.57233816,1.17E+11,78699075841,9.85E+13,6.37E+12,2.18E+14,2.189466328,1.370354629,4.424721232,0.687331577,1.56E+11,1.07E+11,6.44E+14,1.79E+13,97.8,98.8,274.6,279.8
01P20CM131,CFM International,LEAP-1A29CJ,TAPS II,TF,10.7,35.5023,130.2883858,0.945866435,0.777285192,0.261129424,0.094368016,352.2132026,43.26,13.69,16.5,1.821049822,1.157553052,2.937417985,0.582452189,7.57233816,1.17E+11,78699075841,9.85E+13,6.37E+12,2.18E+14,2.189466328,1.370354629,4.424721232,0.687331577,1.56E+11,1.07E+11,6.44E+14,1.79E+13,97.8,98.8,274.6,279.8
01P20CM132,CFM International,LEAP-1A35A/33/33B2/32/30,TAPS II,TF,10.45,38.51118,143.0548288,1.061654457,0.869312169,0.283853704,0.0980881,380.481019,43.26,13.69,16.5,2.975456391,1.363594977,4.810871177,0.621810813,7.538040135,1.82E+11,89438008911,1.50E+14,1.15E+13,2.17E+14,3.585504085,1.635045706,7.066721194,0.769433511,2.44E+11,1.20E+11,9.22E+14,4.59E+13,97.8,98.8,274.6,279.8
01P20CM133,CFM International,LEAP-1B21,TAPS II,TF,8.5203,36.818,111.2678251,0.876656496,0.721968714,0.245381164,0.089059188,329.9432555,43.27,13.84,14.8,0.014330994,0.009869477,1.990428151,0.225902318,3.762691603,25857377175,29468736162,7.66E+13,2.48E+13,1.17E+14,0.015774062,0.009869477,3.136626854,0.512917797,40966407455,29468736162,5.60E+14,4.73E+14,98.02,98.16,290.6,296.5
01P20CM134,CFM International,LEAP-1B23,TAPS II,TF,8.4621,37.924,115.2400874,0.916194678,0.752107443,0.253482838,0.090699682,340.0857442,43.27,13.84,14.8,0.017136913,0.01194381,2.33834766,0.212637088,3.764629539,26129629859,28099642463,8.89E+13,2.30E+13,1.17E+14,0.018948706,0.01194381,3.623647604,0.482798706,40011969171,28099642463,6.24E+14,4.39E+14,98.02,98.16,290.6,296.5
01P20CM135,CFM International,LEAP-1B25,TAPS II,TF,8.3551,40.135,119.1500745,0.959827796,0.784488937,0.260135534,0.090543445,347.5456088,43.27,13.84,14.8,0.026280259,0.012745168,2.704051347,0.204646731,3.766411783,27125828562,26833798776,1.00E+14,2.17E+13,1.17E+14,0.02906917,0.014013984,4.12159997,0.464656367,41247182550,43093409083,6.75E+14,4.15E+14,98.02,98.16,290.6,296.5
01P20CM136,CFM International,LEAP-1B27,TAPS II,TF,8.3489,40.491,124.7148002,1.013540756,0.825992688,0.273100731,0.094601841,364.7227943,43.27,13.84,14.8,0.035428315,0.013213371,3.236561923,0.198418635,3.768756872,27971199359,26241112758,1.11E+14,2.00E+13,1.17E+14,0.039047718,0.014535018,4.8324903,0.418728789,45131667676,41535514743,7.13E+14,3.05E+14,98.02,98.16,290.6,296.5
01P20CM137,CFM International,LEAP-1B28B2C,TAPS II,TF,8.3489,40.491,124.7148002,1.013540756,0.825992688,0.273100731,0.094601841,364.7227943,43.27,13.84,14.8,0.035428315,0.013213371,3.236561923,0.198418635,3.768756872,27971199359,26241112758,1.11E+14,2.00E+13,1.17E+14,0.039047718,0.014535018,4.8324903,0.418728789,45131667676,41535514743,7.13E+14,3.05E+14,98.02,98.16,290.6,296.5
01P20CM138,CFM International,LEAP-1B28BBJ1,TAPS II,TF,8.2938,41.991,130.4085244,1.0747254,0.87256156,0.285171342,0.096910125,379.93751,43.27,13.84,14.8,0.055683165,0.014250849,3.809285913,0.202027603,3.809,29437187011,26005170966,1.18E+14,1.91E+13,1.17E+14,0.061429241,0.015692473,5.555439587,0.421650281,47977837018,41652139616,7.12E+14,2.81E+14,98.02,98.16,290.6,296.5
01P20CM139,CFM International,LEAP-1B28BBJ2,TAPS II,TF,8.3489,40.491,124.7148002,1.013540756,0.825992688,0.273100731,0.094601841,364.7227943,43.27,13.84,14.8,0.035428315,0.013213371,3.236561923,0.198418635,3.768756872,27971199359,26241112758,1.11E+14,2.00E+13,1.17E+14,0.039047718,0.014535018,4.8324903,0.418728789,45131667676,41535514743,7.13E+14,3.05E+14,98.02,98.16,290.6,296.5
01P20CM140,CFM International,LEAP-1B28/28B1/28B2/28B3,TAPS II,TF,8.2938,41.991,130.4085244,1.0747254,0.87256156,0.285171342,0.096910125,379.93751,43.27,13.84,14.8,0.055683165,0.014250849,3.809285913,0.202027603,3.809,29437187011,26005170966,1.18E+14,1.91E+13,1.17E+14,0.061429241,0.015692473,5.555439587,0.421650281,47977837018,41652139616,7.12E+14,2.81E+14,98.02,98.16,290.6,296.5
