UID No,Manufacturer,Engine Identification,Combustor Description,Eng Type,B/P Ratio,Pressure Ratio,Rated Thrust (kN),Fuel Flow T/O (kg/sec),Fuel Flow C/O (kg/sec),Fuel Flow App (kg/sec),Fuel Flow Idle (kg/sec),NOx EI T/O (g/kg),NOx EI C/O (g/kg),NOx EI App (g/kg),NOx EI Idle (g/kg),CO EI T/O (g/kg),CO EI C/O (g/kg),CO EI App (g/kg),CO EI Idle (g/kg),HC EI T/O (g/kg),HC EI C/O (g/kg),HC EI App (g/kg),HC EI Idle (g/kg),SN T/O,SN C/O,SN App,SN Idle,SN Max,Ambient Baro Min (kPa),Ambient Baro Max (kPa),Ambient Temp Min (K),Ambient Temp Max (K),Humidity Min (kg/kg),Humidity Max (kg/kg)
5PW076,Pratt & Whitney,PW4098,,TF,,41.37,424.1,4.138,3.245,1.075,0.321,51.29,36.45,14.89,7.78,0.16,0.21,0.7,6.48,0.0,0.0,0.0,0.0,6.7,7.9,2.4,0.0,9.3,101.7,102.5,284.0,289.0,0.00274,0.00608
1PW044,Pratt & Whitney,PW4152,,TF,4.9,26.9,231.3,2.177,1.785,0.593,0.177,26.9,22.7,11.1,4.9,0.12,0.17,1.09,12.76,0.13,0.16,0.15,0.74,12.7,,,,12.7,101.63,101.63,290.0,290.0,0.00053,0.00053
1PW045,Pratt & Whitney,PW4152,Reduced smoke,TF,4.9,26.9,231.27,2.129,1.783,0.613,0.203,25.3,21.1,11.1,4.8,0.5,0.62,2.29,23.67,0.03,0.01,0.13,2.24,7.0,,,,7.0,100.2,100.2,299.0,299.0,0.01,0.01
1PW046,Pratt & Whitney,PW4156,,TF,4.7,29.3,252.4,2.449,1.981,0.647,0.188,32.5,24.6,11.6,5.0,0.08,0.14,0.9,11.6,0.11,0.17,0.25,0.66,14.3,,,,14.3,101.63,101.63,290.0,290.0,0.00053,0.00053
1PW047,Pratt & Whitney,PW4156,Reduced smoke,TF,4.7,29.3,249.1,2.342,1.93,0.658,0.208,28.1,22.9,11.6,4.8,0.44,0.57,2.0,21.86,0.06,0.01,0.13,1.92,7.8,,,,7.8,100.2,100.2,299.0,299.0,0.01,0.01
1PW048,Pratt & Whitney,PW4158,Reduced smoke,TF,4.6,30.7,258.0,2.481,2.004,0.682,0.211,30.2,23.7,11.8,4.8,0.4,0.54,1.88,20.99,0.09,0.02,0.14,1.78,8.1,,,,8.1,100.2,100.2,299.0,299.0,0.01,0.01
1PW049,Pratt & Whitney,PW4164,Floatwall,TF,5.2,31.24,284.68,2.626,2.179,0.754,0.21,38.57,31.66,14.1,4.03,0.69,0.79,1.86,26.67,0.03,0.04,0.16,4.46,3.3,2.4,0.6,0.0,3.3,101.3,101.3,273.5,273.5,0.0018,0.0018
7PW081,Pratt & Whitney,PW4164,Talon II,TF,5.2,30.1,284.68,2.668,2.2,0.766,0.24,23.87,18.66,11.88,4.99,0.19,0.18,2.84,17.73,0.0,0.0,0.0,0.37,12.5,10.5,0.6,0.0,12.5,101.4,102.3,279.0,282.0,0.0021,0.00355
9PW092,Pratt & Whitney,PW4164-1D,Talon IIB,TF,5.06,31.3,286.9,2.721,2.239,0.775,0.243,26.31,20.97,12.1,3.79,0.16,0.17,1.55,17.13,0.0,0.0,0.06,1.44,5.8,5.1,0.2,0.0,5.8,100.8,101.42,281.99,285.65,0.00362,0.00455
1PW050,Pratt & Whitney,PW4168,Floatwall,TF,5.1,33.1,302.48,2.836,2.327,0.798,0.221,42.39,33.91,14.66,4.15,0.72,0.74,1.75,23.51,0.03,0.04,0.15,3.29,4.0,2.6,0.7,0.0,4.0,101.3,101.3,273.5,273.5,0.0018,0.0018
5PW075,Pratt & Whitney,PW4168,Talon II,TF,5.1,31.84,302.5,2.884,2.363,0.809,0.25,26.9,20.2,12.1,5.2,0.1,0.2,2.4,15.9,0.0,0.0,0.0,0.2,12.7,11.0,0.6,0.0,12.7,101.4,102.3,279.0,282.0,0.0021,0.00355
9PW093,Pratt & Whitney,PW4168-1D,Talon IIB,TF,4.92,33.1,305.1,2.937,2.398,0.818,0.252,30.15,22.31,12.39,4.08,0.17,0.18,1.26,14.78,0.0,0.0,0.05,0.95,5.7,5.5,0.2,0.0,5.8,100.8,101.42,281.99,285.65,0.00362,0.00455
4PW067,Pratt & Whitney,PW4168A,Floatwall,TF,5.1,33.1,302.48,2.836,2.327,0.798,0.221,42.39,33.91,14.66,4.15,0.72,0.74,1.75,23.51,0.03,0.04,0.15,3.29,4.0,2.6,0.7,0.0,4.0,101.3,101.3,273.5,273.5,0.0018,0.0018
7PW082,Pratt & Whitney,PW4168A,Talon II,TF,5.1,31.84,302.5,2.884,2.363,0.809,0.25,26.9,20.2,12.1,5.2,0.1,0.2,2.4,15.9,0.0,0.0,0.0,0.2,12.5,11.0,0.6,0.0,12.5,101.4,102.3,279.0,282.0,0.0021,0.00355
9PW094,Pratt & Whitney,PW4168A-1D,Talon IIB,TF,4.92,33.1,305.1,2.937,2.398,0.818,0.252,30.15,22.31,12.39,4.08,0.17,0.18,1.26,14.78,0.0,0.0,0.05,0.95,5.7,5.5,0.2,0.0,5.8,100.8,101.42,281.99,285.65,0.00362,0.00455
12PW101,Pratt & Whitney,PW4060,Phase III,TF,4.7,29.7,266.9,2.567,2.036,0.696,0.206,31.74,25.03,11.91,3.72,0.58,0.49,2.04,44.46,0.08,0.06,0.1,11.63,8.0,5.6,0.4,0.1,8.0,101.9,102.55,173.21,279.79,0.002189,0.003801
12PW102,Pratt & Whitney,PW4062,Phase III,TF,4.6,31.0,275.8,2.725,2.125,0.718,0.21,34.36,25.98,12.17,3.78,0.61,0.5,1.93,42.61,0.08,0.07,0.09,10.86,8.5,6.0,0.5,0.1,8.5,101.9,102.55,173.21,279.79,0.002189,0.003801
9PW095,Pratt & Whitney,PW4170,Talon IIB,TF,4.86,33.8,311.4,3.019,2.45,0.833,0.255,31.4,22.84,12.49,4.18,0.18,0.18,1.17,14.04,0.0,0.0,0.05,0.83,5.6,5.6,0.2,0.0,5.8,100.8,101.42,281.99,285.65,0.00362,0.00455
1PW051,Pratt & Whitney,PW4256,,TF,4.7,29.3,252.4,2.449,1.981,0.647,0.188,32.5,24.6,11.6,5.0,0.08,0.14,0.9,11.6,0.11,0.17,0.25,0.66,14.3,,,,14.3,101.63,101.63,290.0,290.0,0.00053,0.00053
1PW052,Pratt & Whitney,PW4460,Reduced smoke,TF,4.5,32.4,266.9,2.647,2.085,0.703,0.213,32.8,24.7,12.0,4.9,0.37,0.51,1.78,20.32,0.1,0.03,0.14,1.66,8.3,,,,8.3,100.2,100.2,299.0,299.0,0.01,0.01
1PW053,Pratt & Whitney,PW4x50,Phase 3,TF,5.0,25.39,222.4,2.027,1.683,0.579,0.193,25.69,21.77,11.13,3.69,0.53,0.62,2.33,36.91,0.09,0.1,0.19,6.8,6.8,,,,6.8,102.0,102.0,270.0,270.0,0.0015,0.0015
1PW054,Pratt & Whitney,PW4x52,Phase 3,TF,5.0,26.32,231.3,2.127,1.757,0.6,0.198,27.02,22.54,11.41,3.77,0.52,0.6,2.15,34.54,0.08,0.1,0.17,6.02,7.3,4.9,0.5,0.0,7.3,102.0,102.0,270.0,270.0,0.0015,0.0015
1PW055,Pratt & Whitney,PW4x56,Phase 3,TF,4.8,28.37,249.1,2.351,1.912,0.643,0.208,30.44,24.24,11.97,3.93,0.48,0.56,1.89,29.96,0.08,0.09,0.16,4.75,8.5,5.8,0.6,0.0,8.5,102.0,102.0,270.0,270.0,0.0015,0.0015
1PW056,Pratt & Whitney,PW4x58,Phase 3,TF,4.8,29.49,258.0,2.482,1.993,0.665,0.213,32.51,25.22,12.25,3.99,0.44,0.53,1.82,28.08,0.08,0.09,0.15,4.29,9.1,6.3,0.6,0.0,9.1,102.0,102.0,270.0,270.0,0.0015,0.0015
5PW074,Pratt & Whitney,PW4X58,Talon II,TF,4.8,28.41,258.0,2.496,1.999,0.663,0.212,22.5,18.0,11.1,4.3,0.2,0.3,3.8,24.3,0.0,0.0,0.0,1.7,11.6,9.0,0.5,0.0,11.6,100.0,101.3,277.0,281.0,0.00268,0.00342
1PW057,Pratt & Whitney,PW4x60,Phase 3,TF,4.7,30.68,266.9,2.623,2.075,0.686,0.218,34.89,26.34,12.53,4.07,0.4,0.52,1.74,25.83,0.08,0.08,0.15,3.73,9.6,6.8,0.7,0.0,9.6,102.0,102.0,270.0,270.0,0.0015,0.0015
1PW058,Pratt & Whitney,PW4x62,Reduced smoke,TF,4.4,33.4,275.8,2.858,2.161,0.725,0.217,36.3,25.7,12.2,4.9,0.35,0.49,1.69,19.51,0.1,0.06,0.14,1.53,8.4,,,,8.4,100.2,100.2,299.0,299.0,0.01,0.01
1PW059,Pratt & Whitney,PW4x62,Phase 3,TF,4.6,31.91,275.8,2.767,2.166,0.708,0.223,37.65,27.55,12.78,4.14,0.38,0.51,1.68,23.96,0.08,0.08,0.15,3.26,10.1,7.4,0.7,0.0,10.1,102.0,102.0,270.0,270.0,0.0015,0.0015
7PW083,Pratt & Whitney,PW6122A,Talon II,MTF,4.8,25.7,98.31,1.047,0.86,0.304,0.109,17.04,13.4,5.95,3.08,0.74,0.72,3.99,24.68,0.0,0.001,0.001,0.006,4.55,4.35,1.32,1.55,4.55,100.8,102.7,270.5,281.2,0.00101,0.00237
7PW084,Pratt & Whitney,PW6124A,Talon II,MTF,4.8,28.0,105.87,1.169,0.939,0.325,0.114,21.03,15.85,6.88,3.58,0.68,0.81,3.69,25.19,0.0,0.002,0.001,0.002,5.16,4.71,1.32,1.51,5.16,100.8,102.7,270.5,281.2,0.00101,0.00237
1RR002,Rolls-Royce plc,RB211-22B,Package 1,TF,4.7,25.0,182.5,1.866,1.542,0.553,0.277,34.32,25.63,8.05,2.7,2.48,4.14,26.38,93.17,0.36,0.39,7.73,65.37,14.7,12.9,8.0,3.1,14.7,99.3,100.3,287.0,291.0,0.008,0.008
1RR003,Rolls-Royce plc,RB211-22B,Package 1,TF,4.7,25.0,182.5,1.877,1.546,0.566,0.225,37.33,26.89,8.18,2.86,0.78,1.68,20.65,88.99,0.15,0.25,5.96,67.75,22.6,19.8,12.3,4.8,22.6,99.6,102.2,275.0,287.0,0.0033,0.0077
1RR004,Rolls-Royce plc,RB211-524B series,Package 1,TF,4.5,28.0,218.5,2.383,1.939,0.693,0.272,47.0,33.0,9.75,3.53,1.83,2.82,20.0,82.2,0.52,0.4,4.98,50.6,17.9,13.5,2.7,0.9,17.9,99.3,100.3,287.0,291.0,0.008,0.008
1RR005,Rolls-Royce plc,RB211-524B series,Phase 2,TF,4.5,28.4,218.5,2.21,1.79,0.63,0.24,52.3,38.2,9.8,4.2,0.7,0.33,1.56,12.39,0.39,0.26,0.7,1.95,12.3,9.3,1.9,0.6,12.3,103.0,103.0,283.0,286.0,0.005,0.005
1RR006,Rolls-Royce plc,RB211-524C2,Package 1,TF,4.5,29.1,224.8,2.48,2.02,0.74,0.3,41.9,32.3,10.4,3.37,0.66,1.63,18.9,81.0,0.0,0.22,4.42,54.2,14.5,10.9,2.2,0.7,14.5,102.0,102.0,288.0,288.0,0.005,0.005
1RR007,Rolls-Royce plc,RB211-524D4,Package 1,TF,4.3,29.7,231.3,2.51,2.01,0.74,0.3,56.9,41.0,9.65,4.11,0.51,1.18,16.9,73.8,0.0,0.42,4.8,46.46,12.2,9.2,1.8,0.6,12.2,101.0,101.0,277.0,277.0,0.006,0.006
1RR008,Rolls-Royce plc,RB211-524D4,Phase 2,TF,4.3,30.22,231.3,2.34,1.91,0.65,0.26,59.35,43.01,10.63,4.41,1.24,0.34,1.56,9.3,0.59,0.26,0.7,1.41,12.2,9.2,1.8,0.6,12.3,103.0,103.0,283.0,286.0,0.005,0.005
1RR009,Rolls-Royce plc,RB211-524G,,MTF,4.25,32.1,253.0,2.62,2.08,0.7,0.26,58.71,40.54,9.56,4.63,0.59,0.43,1.01,13.74,2.28,1.46,1.14,3.28,3.03,3.62,1.82,0.21,3.9,101.0,101.0,283.0,286.0,0.006,0.006
1RR010,Rolls-Royce plc,RB211-524G,,MTF,4.25,32.1,253.0,2.62,2.08,0.7,0.26,58.71,40.54,9.56,4.63,0.59,0.43,1.01,13.74,0.39,0.27,0.37,0.89,3.03,3.62,1.82,0.21,3.9,101.0,101.0,283.0,286.0,0.006,0.006
4RR036,Rolls-Royce plc,RB211-524G-T,,MTF,4.25,32.1,253.0,2.62,2.1,0.74,0.26,28.43,21.8,9.68,4.0,0.16,0.14,1.17,28.82,0.0,0.03,0.0,3.95,5.23,5.23,1.83,0.53,5.34,100.2,100.2,287.0,287.0,0.0053,0.0089
1RR011,Rolls-Royce plc,RB211-524H,,MTF,4.2,34.0,264.4,2.73,2.17,0.71,0.26,65.84,46.31,10.26,4.78,0.87,0.38,0.99,11.75,0.34,0.33,0.36,0.74,3.03,3.62,1.82,0.21,3.9,101.0,101.0,283.0,286.0,0.006,0.006
4RR037,Rolls-Royce plc,RB211-524H-T,,MTF,4.2,34.0,264.0,2.81,2.22,0.77,0.26,31.19,23.19,9.91,4.16,0.18,0.14,1.05,26.17,0.0,0.02,0.0,3.31,5.2,5.27,1.83,0.53,5.34,100.2,100.2,287.0,287.0,0.0053,0.0089
1RR012,Rolls-Royce plc,RB211-535C,,TF,4.5,21.5,163.3,1.8,1.47,0.54,0.2,33.71,24.89,6.37,3.44,0.7,0.27,0.48,18.79,0.25,0.14,0.44,1.44,8.0,7.0,4.4,2.0,8.0,,,281.0,287.0,0.004,0.005
1RR013,Rolls-Royce plc,RB211-535E4,,MTF,4.1,25.4,176.1,1.86,1.51,0.57,0.19,52.7,36.2,7.5,4.3,1.01,1.23,1.71,15.44,0.69,0.94,1.33,2.85,,,,,1.7,100.8,101.2,285.0,298.0,0.0058,0.0087
1RR014,Rolls-Royce plc,RB211-535E4,,MTF,4.1,25.4,176.1,1.86,1.51,0.57,0.19,52.7,36.2,7.5,4.3,1.01,1.23,1.71,15.44,0.04,0.01,0.04,1.0,,,,,1.7,100.8,101.2,285.0,298.0,0.0058,0.0087
3RR028,Rolls-Royce plc,RB211-535E4,,MTF,4.1,25.8,178.4,1.86,1.51,0.52,0.18,44.88,32.06,6.78,3.46,0.77,0.5,1.14,13.31,0.0,0.01,0.04,0.37,1.73,1.84,0.96,0.5,1.8,98.8,98.8,282.0,282.0,0.0037,0.0037
5RR038,Rolls-Royce plc,RB211-535E4,Phase5,MTF,4.1,26.0,178.4,1.85,1.5,0.52,0.18,22.31,17.56,8.38,4.4,0.26,0.29,2.72,20.33,0.03,0.0,0.04,0.27,7.3,6.8,0.6,0.46,7.3,100.7,101.2,281.0,287.0,0.0058,0.0064
3RR034,Rolls-Royce plc,RB211-535E4B,,MTF,4.1,27.65,191.73,2.08,1.65,0.55,0.19,54.46,36.82,7.35,3.52,0.94,0.6,1.05,11.76,0.01,0.0,0.03,0.28,1.73,1.84,0.96,0.5,1.84,98.8,98.8,282.0,282.0,0.0037,0.0037
5RR039,Rolls-Royce plc,RB211-535E4B,Phase5,MTF,4.1,27.9,191.7,2.07,1.64,0.55,0.19,25.88,19.3,8.65,4.58,0.33,0.26,2.43,18.24,0.07,0.0,0.05,0.14,7.3,6.8,0.6,0.46,7.3,100.7,101.2,281.0,287.0,0.0058,0.0064
4RR035,Rolls-Royce plc,Spey 555,Transply IIF,MTF,1.0,15.9,44.0,0.735,0.593,0.221,0.0964,17.33,13.06,5.05,2.23,1.54,2.08,5.78,31.16,0.15,0.22,0.33,3.41,27.97,26.4,24.39,8.09,27.97,100.2,100.2,287.0,287.0,0.0068,0.0088
1RR015,Rolls-Royce plc,SPEY Mk511,,MTF,0.64,19.9,50.7,0.889,0.726,0.279,0.119,23.27,19.18,7.94,1.48,1.81,2.06,20.3,97.96,0.98,1.32,7.23,56.73,,,,,66.2,,,,,0.0035,0.0126
1RR016,Rolls-Royce plc,SPEY Mk511,Transply IIH,MTF,0.64,18.7,50.7,0.891,0.726,0.278,0.127,22.7,17.3,7.2,3.6,0.12,0.63,2.65,31.77,0.09,0.12,0.18,3.69,21.92,20.79,12.94,6.94,21.9,99.0,102.0,285.0,289.0,0.006,0.009
8RR043,Rolls-Royce plc,SPEY Mk511,,MTF,0.64,19.9,50.7,0.889,0.726,0.279,0.119,23.27,19.18,7.94,1.48,1.81,2.06,20.3,97.96,0.98,1.32,7.23,56.73,66.2,,,,66.2,,,,,0.0035,0.0126
1RR017,Rolls-Royce plc,SPEY Mk555,,MTF,1.0,16.1,43.8,0.72,0.589,0.222,0.115,18.92,14.64,5.92,1.83,0.44,0.0,22.22,88.23,0.88,1.6,6.97,92.74,66.2,,,,66.2,102.0,102.0,279.0,279.0,,
1RR018,Rolls-Royce plc,SPEY Mk555,Transply IIF,MTF,1.0,15.9,44.0,0.735,0.592,0.221,0.096,21.9,16.5,6.8,3.7,0.3,0.7,3.7,29.3,0.29,0.15,0.29,1.86,23.73,25.33,17.0,7.05,25.8,99.0,102.0,280.0,290.0,0.006,0.01
6RR042,Rolls-Royce plc,TAY 611-8C,Transply IIJ,MTF,3.2,15.75,61.61,0.741,0.612,0.241,0.105,18.42,15.01,5.6,2.76,1.12,1.27,4.99,28.55,0.02,0.0,0.0,1.11,3.93,2.24,0.23,0.13,3.93,99.9,100.0,281.4,282.7,0.00475,0.00475
11RR048,Rolls-Royce plc,TAY 611-8C,Tubular,MTF,3.26,15.88,61.6,0.731,0.604,0.215,0.102,19.3,15.4,5.31,2.53,0.5,0.95,2.89,24.4,0.03,0.05,0.65,1.49,4.39,3.46,0.46,0.21,4.7,99.9,102.0,281.4,292.5,0.00475,0.00587
3RR031,Rolls-Royce plc,TAY 650,Pedhead,MTF,3.0,15.9,67.2,0.86,0.71,0.25,0.12,16.45,12.94,5.26,2.5,0.69,0.48,1.76,22.36,0.11,0.22,0.11,1.23,5.6,7.9,4.0,0.56,9.87,,,283.0,283.0,0.0068,0.0081
3RR032,Rolls-Royce plc,TAY 651,Pedhead,MTF,3.0,16.4,68.5,0.87,0.72,0.26,0.12,17.56,13.77,5.42,2.52,0.75,0.51,1.64,23.26,0.09,0.19,0.12,1.32,5.6,7.9,4.0,0.56,9.87,,,283.0,283.0,0.0068,0.0081
3RR033,Rolls-Royce plc,TAY 651,Transply,MTF,3.0,16.4,68.5,0.87,0.72,0.26,0.12,20.31,17.13,4.77,1.72,1.68,1.93,6.11,32.68,0.56,0.37,0.85,3.1,17.5,16.0,2.2,0.3,17.5,99.0,101.0,280.0,289.0,0.005,0.008
1RR019,Rolls-Royce plc,TAY Mk611-8,,MTF,3.0,16.1,61.6,0.76,0.63,0.23,0.11,21.1,16.8,5.7,2.5,0.7,0.8,3.9,24.1,0.8,0.3,0.9,3.4,21.3,18.86,13.1,3.36,21.3,100.0,100.0,288.0,288.0,0.005,0.005
1RR020,Rolls-Royce plc,TAY Mk620-15,,MTF,3.0,16.1,61.6,0.76,0.63,0.23,0.11,21.1,16.8,5.7,2.5,0.7,0.8,3.9,24.1,0.8,0.3,0.9,3.4,21.3,18.86,13.1,3.36,21.3,100.0,100.0,288.0,288.0,0.005,0.005
1RR021,Rolls-Royce plc,TAY Mk650-15,,MTF,3.0,16.4,67.2,0.874,0.715,0.254,0.119,19.81,16.47,4.55,1.7,1.74,2.01,6.54,33.77,0.37,0.41,0.88,3.29,17.6,16.0,2.2,0.3,17.6,99.0,101.0,280.0,289.0,0.005,0.008
8RR044,Rolls-Royce plc,Trent 553-61,Phase5 Tiled,TF,7.5,35.19,251.9,2.11,1.73,0.6,0.23,40.55,30.98,11.37,5.96,0.18,0.44,0.66,10.5,0.02,0.01,0.04,0.14,4.29,4.15,1.95,0.91,4.9,100.04,102.91,275.5,280.3,0.0038,0.0062
6RR041,Rolls-Royce plc,Trent 556-61,Phase5 Tiled,TF,7.5,36.71,261.5,2.24,1.83,0.62,0.23,44.91,32.76,11.78,6.19,0.02,0.25,0.46,10.3,0.0,0.0,0.0,0.1,2.24,2.09,1.02,0.76,3.1,100.04,102.91,275.5,280.3,0.0038,0.0062
8RR045,Rolls-Royce plc,Trent 556-61,Phase5 Tiled,TF,7.5,36.63,263.9,2.24,1.83,0.62,0.23,44.77,33.25,11.68,6.09,0.17,0.38,0.54,9.96,0.02,0.01,0.04,0.13,4.34,4.17,2.05,0.93,4.9,100.04,102.91,275.5,280.3,0.0038,0.0062
2RR022,Rolls-Royce plc,Trent 768,,MTF,5.15,34.04,298.7,2.94,2.42,0.8,0.26,39.11,30.01,10.34,5.6,0.18,0.13,0.86,10.52,0.25,0.38,0.84,1.08,,,,,1.26,100.6,100.6,293.0,293.0,0.0073,0.0084
3RR029,Rolls-Royce plc,Trent 768,Improved traverse,MTF,5.15,34.0,300.3,2.97,2.43,0.81,0.27,31.25,24.66,10.01,4.52,0.18,0.15,1.02,20.22,0.0,0.01,0.01,1.89,1.9,2.0,0.7,0.2,2.0,100.2,100.2,287.0,287.0,0.0053,0.0089
2RR023,Rolls-Royce plc,Trent 772,,MTF,5.03,35.79,315.9,3.15,2.58,0.84,0.27,43.6,32.66,10.68,5.74,0.18,0.15,0.78,9.36,0.33,0.35,0.81,0.97,,,,,1.26,100.6,100.6,293.0,293.0,0.0073,0.0084
3RR030,Rolls-Royce plc,Trent 772,Improved traverse,MTF,5.03,35.8,316.3,3.2,2.58,0.85,0.28,34.38,26.44,10.3,4.71,0.2,0.16,0.89,17.94,0.0,0.0,0.01,1.46,1.9,2.0,0.7,0.2,2.0,100.2,100.2,287.0,287.0,0.0053,0.0089
14RR070,Rolls-Royce plc,Trent 768,Phase5,MTF,5.15,34.48,304.2,2.907,2.375,0.781,0.259,32.01,24.9,10.12,4.46,0.35,0.49,1.71,26.94,0.0,0.01,0.04,3.19,1.5,1.8,0.5,0.2,1.91,95.1,101.3,279.8,293.2,0.00473,0.00886
14RR071,Rolls-Royce plc,Trent 772,Phase5,MTF,5.03,36.3302939575395,320.3,3.139,2.53,0.821,0.27,35.56,26.82,10.42,4.66,0.21,0.49,1.56,23.97,0.01,0.01,0.04,2.46,1.4,1.8,0.6,0.2,1.94,95.1,101.3,279.8,293.2,0.00473,0.00886
01P14RR101,Rolls-Royce plc,Trent 768,Phase5,MTF,5.15,34.48,304.2,2.907,2.375,0.781,0.259,32.01,24.9,10.12,4.46,0.35,0.49,1.71,26.94,0.0,0.01,0.04,3.19,1.5,1.8,0.5,0.2,1.91,95.1,101.3,279.8,293.2,0.00473,0.00886
01P14RR102,Rolls-Royce plc,Trent 772,Phase5,MTF,5.03,36.3302939575395,320.3,3.139,2.53,0.821,0.27,35.56,26.82,10.42,4.66,0.21,0.49,1.56,23.97,0.01,0.01,0.04,2.46,1.4,1.8,0.6,0.2,1.94,95.1,101.3,279.8,293.2,0.00473,0.00886
2RR024,Rolls-Royce plc,Trent 875,,TF,6.08,35.42,351.85,3.1,2.57,0.88,0.28,33.32,26.55,10.43,4.64,0.19,0.16,0.86,19.66,0.0,0.0,0.0,1.78,4.86,5.26,2.2,0.5,5.34,100.2,100.2,287.0,287.0,0.00527,0.00886
2RR025,Rolls-Royce plc,Trent 877,,TF,6.02,36.3,361.64,3.21,2.66,0.9,0.28,34.76,27.59,10.59,4.75,0.2,0.16,0.8,18.42,0.0,0.0,0.0,1.55,4.13,5.27,2.27,0.5,5.34,100.2,100.2,287.0,287.0,0.00527,0.00886
2RR026,Rolls-Royce plc,Trent 884,,TF,5.87,38.96,390.1,3.56,2.89,0.97,0.31,40.05,30.63,11.07,5.04,0.24,0.18,0.65,15.19,0.0,0.0,0.0,1.0,4.37,5.1,2.53,0.5,5.34,100.2,100.2,287.0,287.0,0.00527,0.00886
2RR027,Rolls-Royce plc,Trent 892,,TF,5.7,41.38,411.48,3.91,3.1,1.0,0.3,45.7,33.3,11.58,5.33,0.28,0.2,0.57,13.07,0.01,0.0,0.0,0.7,4.0,4.9,2.76,0.53,5.34,100.2,100.2,287.0,287.0,0.00527,0.00886
5RR040,Rolls-Royce plc,Trent 895,,TF,5.7,41.52,413.05,4.03,3.19,1.05,0.33,47.79,34.29,11.39,5.11,0.27,0.19,0.54,14.71,0.02,0.0,0.0,0.89,4.0,4.9,2.6,0.5,5.34,100.2,100.2,287.0,287.0,0.0053,0.0089
8RR046,Rolls-Royce plc,Trent 970-84,Phase5 Tiled,TF,7.5,38.97,334.7,2.6,2.2,0.7,0.3,37.2,29.1,11.4,5.1,0.4,0.2,1.4,15.1,0.0,0.0,0.0,0.2,4.1,4.7,2.6,0.7,5.23,100.4,100.4,291.0,291.6,0.00517,0.00578
9RR047,Rolls-Royce plc,Trent 972-84,Phase5 Tiled,TF,7.5,38.64,345.9,2.69,2.23,0.75,0.27,38.8,29.6,11.8,5.0,0.4,0.3,1.4,15.94,0.0,0.0,0.0,0.24,4.1,4.8,2.6,0.8,5.3,100.4,100.4,291.0,291.6,0.00517,0.00578
18RR081,Rolls-Royce plc,Trent 970-84,Phase5 Tiled,TF,8.45,38.0,338.7,2.605,2.157,0.72,0.255,38.29,29.42,12.09,5.44,0.32,0.31,1.16,13.38,0.02,0.12,0.08,0.04,6.1,6.4,3.0,0.6,7.1,99.7,101.9,276.6,286.7,0.00243,0.01133
18RR082,Rolls-Royce plc,Trent 970B-84,Phase5 Tiled,TF,8.38,39.35,352.9,2.738,2.262,0.749,0.261,41.34,31.3,12.37,5.57,0.33,0.31,1.05,12.65,0.0,0.09,0.07,0.04,6.1,6.3,3.3,0.6,7.1,99.7,101.9,276.6,286.7,0.00243,0.01133
18RR083,Rolls-Royce plc,Trent 972-84,Phase5 Tiled,TF,8.41,38.68,345.9,2.672,2.21,0.735,0.258,39.78,30.36,12.23,5.51,0.32,0.31,1.1,13.0,0.01,0.11,0.07,0.04,6.1,6.4,3.2,0.6,7.1,99.7,101.9,276.6,286.7,0.00243,0.01133
18RR084,Rolls-Royce plc,Trent 972E-84,Phase5 Tiled,TF,8.41,38.68,345.9,2.672,2.21,0.735,0.258,39.78,30.36,12.23,5.51,0.32,0.31,1.1,13.0,0.01,0.11,0.07,0.04,6.1,6.4,3.2,0.6,7.1,99.7,101.9,276.6,286.7,0.00243,0.01133
01P18RR103,Rolls-Royce plc,Trent 970-84,Phase5 Tiled,TF,8.45,38.0,338.7,2.605,2.157,0.72,0.255,38.29,29.42,12.09,5.44,0.32,0.31,1.16,13.38,0.02,0.12,0.08,0.04,6.1,6.4,3.0,0.6,7.1,99.7,101.9,276.6,286.7,0.00243,0.01133
01P18RR104,Rolls-Royce plc,Trent 972-84,Phase5 Tiled,TF,8.41,38.68,345.9,2.672,2.21,0.735,0.258,39.78,30.36,12.23,5.51,0.32,0.31,1.1,13.0,0.01,0.11,0.07,0.04,6.1,6.4,3.2,0.6,7.1,99.7,101.9,276.6,286.7,0.00243,0.01133
01P18RR105,Rolls-Royce plc,Trent 972E-84,Phase5 Tiled,TF,8.41,38.68,345.9,2.672,2.21,0.735,0.258,39.78,30.36,12.23,5.51,0.32,0.31,1.1,13.0,0.01,0.11,0.07,0.04,6.1,6.4,3.2,0.6,7.1,99.7,101.9,276.6,286.7,0.00243,0.01133
11RR049,Rolls-Royce plc,Trent 1000-A,Phase5 Tiled,TF,9.47,41.0,310.8,2.282,1.877,0.625,0.237,46.67,35.87,13.29,5.4,0.53,0.45,0.77,8.73,0.0,0.0,0.0,0.06,3.3,4.1,2.9,0.6,5.23,98.9,102.1,284.1,290.3,0.00432,0.00721
11RR050,Rolls-Royce plc,Trent 1000-C,Phase5 Tiled,TF,9.32,43.78,334.7,2.508,2.048,0.668,0.246,53.54,40.33,13.86,5.66,0.51,0.48,0.68,7.66,0.0,0.0,0.0,0.04,3.0,3.8,3.1,0.6,5.23,98.9,102.1,284.1,290.3,0.00432,0.00721
