UID No,Manufacturer,Engine Identification,Combustor Description,Eng Type,B/P Ratio,Pressure Ratio,Rated Thrust (kN),Fuel Flow T/O (kg/sec),Fuel Flow C/O (kg/sec),Fuel Flow App (kg/sec),Fuel Flow Idle (kg/sec),NOx EI T/O (g/kg),NOx EI C/O (g/kg),NOx EI App (g/kg),NOx EI Idle (g/kg),CO EI T/O (g/kg),CO EI C/O (g/kg),CO EI App (g/kg),CO EI Idle (g/kg),HC EI T/O (g/kg),HC EI C/O (g/kg),HC EI App (g/kg),HC EI Idle (g/kg),SN T/O,SN C/O,SN App,SN Idle,SN Max,Ambient Baro Min (kPa),Ambient Baro Max (kPa),Ambient Temp Min (K),Ambient Temp Max (K),Humidity Min (kg/kg),Humidity Max (kg/kg)
1GE018,General Electric Company,CF6-80C2A3,,TF,5.1,31.64,262.22,2.457,2.003,0.649,0.202,34.5,25.46,9.93,3.92,0.58,0.56,2.07,41.51,0.06,0.08,0.19,8.94,7.8,5.1,2.3,3,7.8,97.4,97.82,287,296,0.0084,0.014
2GE038,General Electric Company,CF6-80C2A3,1862M39,TF,5.1,31.09,262.22,2.516,2.041,0.662,0.203,27.68,21.05,12.48,4.72,0.06,0.04,1.98,19.32,0.04,0.05,0.11,1.54,6.9,5,0,0,6.9,97.61,98.15,279,293,0.00457,0.00743
1GE020,General Electric Company,CF6-80C2A5,,TF,5.1,31.58,267.3,2.581,2.082,0.687,0.207,34.38,22.86,9.11,3.79,0.52,0.52,1.93,41.65,0.07,0.08,0.2,8.99,7.8,5.4,2.3,3,7.8,97.4,97.82,287,296,0.0084,0.014
2GE039,General Electric Company,CF6-80C2A5,1862M39,TF,5.1,31.66,267.34,2.58,2.096,0.672,0.205,28.57,21.69,12.53,4.76,0.06,0.04,1.91,18.89,0.04,0.05,0.11,1.48,6.94,5.4,0,0,6.9,97.61,98.15,279,293,0.00457,0.00743
3GE056,General Electric Company,CF6-80C2A5F,1862M39,TF,5.1,32.88,271.88,2.63,2.106,0.691,0.22,28.11,21.27,12.64,4.9,0.05,0.04,1.92,16.96,0.05,0.04,0.11,1.18,7.4,5.2,0,0,7.4,97.61,98.15,279,293,0.0046,0.0074
1GE021,General Electric Company,CF6-80C2A8,,TF,5.1,31,257.4,2.507,1.953,0.655,0.205,33.5,22,9,3.7,0.52,0.52,2.05,42.3,0.08,0.09,0.2,9.2,8.2,4.9,2.3,3,8.2,97.4,97.82,287,296,0.0084,0.014
2GE040,General Electric Company,CF6-80C2A8,1862M39,TF,5.1,30.45,257.37,2.444,1.989,0.651,0.201,26.42,20.45,12.43,4.68,0.05,0.04,2.05,19.76,0.05,0.05,0.12,1.59,6.97,4.7,0,0,7,97.61,98.15,279,293,0.00457,0.00743
1GE022,General Electric Company,CF6-80C2B1,,TF,5.1,30.08,249,2.285,1.873,0.616,0.196,28.11,21.26,8.83,3.73,0.58,0.55,2.37,43.22,0.08,0.09,0.21,9.46,7.1,4.5,2.3,3,7.1,97.4,97.82,287,296,0.0084,0.014
2GE041,General Electric Company,CF6-80C2B1,1862M39,TF,5.1,29.53,249.01,2.34,1.922,0.63,0.197,24.93,19.68,12.32,4.6,0.04,0.04,2.18,20.62,0.05,0.05,0.12,1.71,6.7,4.2,0,0,6.7,97.61,98.15,279,293,0.00457,0.00743
1GE024,General Electric Company,CF6-80C2B1F,,TF,5.1,30.13,254.3,2.341,1.901,0.621,0.199,27.73,21.07,9,3.78,0.52,0.52,2.21,44.32,0.08,0.09,0.2,9.88,7.1,4.8,2.3,3,7.1,97.4,97.82,287,296,0.0084,0.014
1GE025,General Electric Company,CF6-80C2B2,,TF,5.1,27.74,231.1,2.131,1.761,0.577,0.192,23.89,18.65,8.77,3.7,0.57,0.55,2.65,48.02,0.08,0.1,0.22,11.17,5.8,3.9,2.4,3.1,5.8,97.4,97.82,287,296,0.0084,0.014
2GE042,General Electric Company,CF6-80C2B2,1862M39,TF,5.1,27.53,231.08,2.124,1.756,0.585,0.19,22.02,18.25,11.79,4.45,0.04,0.05,2.61,22.41,0.05,0.05,0.12,1.97,5.6,3.1,0,0,5.6,97.61,98.15,279,293,0.00457,0.00743
1GE026,General Electric Company,CF6-80C2B2F,,TF,5.1,27.52,231.35,2.071,1.702,0.5585,0.1852,23.56,18.32,8.54,3.64,0.52,0.52,2.93,49.75,0.08,0.09,0.23,11.8,7.5,3.6,2.4,2.5,5.7,97.4,97.82,287,296,0.0084,0.014
2GE046,General Electric Company,CF6-80C2B2F,1862M39,TF,5.1,27.6,231.35,2.148,1.777,0.593,0.188,21.55,18.09,11.8,4.52,0.04,0.06,2.64,21.56,0.05,0.05,0.12,1.86,5.7,3.1,0,0,5.7,97.61,98.15,279,293,0.00457,0.00743
1GE027,General Electric Company,CF6-80C2B4,,TF,5.1,30.36,254.35,2.43,1.982,0.65,0.199,29.2,21.8,8.9,3.67,0.56,0.54,2.33,43.91,0.08,0.09,0.21,9.74,7.2,4.8,2.3,3,7.2,97.4,97.82,287,296,0.0084,0.014
2GE043,General Electric Company,CF6-80C2B4,1862M39,TF,5.1,30.14,254.35,2.409,1.965,0.641,0.201,25.93,20.17,12.37,4.68,0.05,0.04,2.12,19.76,0.05,0.05,0.12,1.59,6.9,4.5,0,0,6.9,97.61,98.15,279,293,0.00457,0.00743
1GE028,General Electric Company,CF6-80C2B4F,,TF,5.1,30.17,254.79,2.359,1.907,0.6138,0.1926,28.72,21.32,8.88,3.71,0.52,0.52,2.21,45.74,0.08,0.09,0.2,10.37,7.3,4.7,2.3,2.3,7.3,97.4,97.82,287,296,0.0084,0.014
2GE047,General Electric Company,CF6-80C2B4F,1862M39,TF,5.1,30.22,254.79,2.432,1.983,0.65,0.199,25.08,19.72,12.47,4.73,0.04,0.04,2.13,19.23,0.05,0.05,0.11,1.54,6.9,4.5,0,0,6.9,97.61,98.15,279,293,0.00457,0.00743
1GE029,General Electric Company,CF6-80C2B6,,TF,5.1,31.56,267.2,2.579,2.081,0.686,0.207,30.81,22.94,9.11,3.79,0.52,0.52,1.93,41.66,0.07,0.08,0.2,8.99,7.8,5.4,2.3,3,7.8,97.4,97.82,287,296,0.0084,0.014
2GE044,General Electric Company,CF6-80C2B6,1862M39,TF,5.1,31.66,267.2,2.58,2.096,0.672,0.205,28.57,21.69,12.53,4.76,0.06,0.04,1.91,18.89,0.04,0.05,0.11,1.48,6.9,5.4,0,0,6.9,97.61,98.15,279,293,0.00457,0.00743
1GE030,General Electric Company,CF6-80C2B6F,,TF,5.1,31.79,267.03,2.54,2.02,0.643,0.1963,32.16,23.09,9.06,3.75,0.52,0.52,1.92,43.89,0.07,0.08,0.19,9.74,8.2,5.4,2.3,3.4,8.2,97.4,97.82,287,296,0.0084,0.014
2GE054,General Electric Company,CF6-80C2B7F,,TF,5.1,31.79,267.03,2.54,2.02,0.64,0.2,32.16,23.09,9.06,3.75,0.52,0.52,1.92,43.89,0.07,0.08,0.19,9.74,8.2,5.4,2.3,3.4,8.2,97.4,97.82,287,296,0.0084,0.014
2GE055,General Electric Company,CF6-80C2B7F,1862M39,TF,5.1,31.72,267.03,2.594,2.104,0.682,0.203,27.38,21.05,12.63,4.81,0.05,0.04,1.93,18.42,0.05,0.05,0.11,1.43,6.9,5.3,0,0,6.9,97.61,98.15,279,293,0.00457,0.00743
8GE101,General Electric Company,CF6-80C2B8F,1862M39,TF,5.1,31.37,267,2.583,2.106,0.685,0.205,26.85,20.84,12.42,4.59,0.03,0.02,1.69,16.69,0.04,0.04,0.09,1.14,5.84,4.21,0,0,5.84,97,98,279.8,293,0.00434,0.00743
3GE058,General Electric Company,CF6-80C2B8FA,1862M39,TF,5.1,31.71,267.02,2.605,2.117,0.688,0.205,26.9,20.85,12.63,4.83,0.05,0.04,1.97,18.27,0.05,0.05,0.11,1.41,7.2,5.2,0,0,7.2,97.61,98.15,279,293,0.0046,0.0074
1GE031,General Electric Company,CF6-80C2D1F,,TF,5.1,32.86,269.96,2.596,2.065,0.657,0.196,32.65,24.02,9.16,3.8,0.52,0.52,1.94,41.78,0.07,0.08,0.2,9.03,8.2,5.6,2.3,3.5,8.2,97.4,97.82,287,296,0.0084,0.014
2GE049,General Electric Company,CF6-80C2D1F,1862M39,TF,5.1,32.05,269.96,2.629,2.126,0.688,0.205,28.12,21.3,12.66,4.85,0.05,0.04,1.9,18.02,0.04,0.05,0.11,1.38,7,5.5,0,0,7,97.61,98.15,279,293,0.00457,0.00743
1GE032,General Electric Company,CF6-80E1A1,,TF,5.1,32.44,281.5,2.702,2.199,0.714,0.226,37.87,27.11,9.84,4.47,0.38,0.34,1.7,43.24,0.05,0.07,0.14,9.68,9.7,6.9,0,0,9.7,97.66,97.99,292,296,0.012,0.015
2GE050,General Electric Company,CF6-80E1A1,1862M39,TF,5.1,32.46,281.53,2.702,2.199,0.714,0.226,27.59,21.44,12.61,4.87,0.05,0.04,1.92,17.64,0.05,0.04,0.11,1.3,6.9,6.2,0,0,6.9,97.61,98.15,279,293,0.00457,0.00743
1GE033,General Electric Company,CF6-80E1A2,,TF,5.1,33.08,287,2.767,2.245,0.724,0.228,39.29,28.02,9.91,4.53,0.38,0.34,1.61,42.67,0.05,0.07,0.14,9.37,9.9,7.2,0,0,9.9,97.66,97.99,292,296,0.012,0.015
2GE051,General Electric Company,CF6-80E1A2,1862M39,TF,5.1,33.1,287.04,2.767,2.245,0.724,0.228,28.72,22.01,12.66,4.88,0.05,0.04,1.85,17.37,0.04,0.04,0.11,1.25,6.8,6.5,0,0,6.8,97.61,98.15,279,293,0.00457,0.00743
5GE085,General Electric Company,CF6-80E1A3,Standard,TF,5.1,35.7,304.8,2.989,2.387,0.755,0.227,45.63,31.74,10.29,4.69,0.34,0.31,1.23,37.02,0.07,0.07,0.18,9.53,10.1,8.6,0,0,10.1,97.61,98.15,279,293,0.00457,0.00743
4GE080,General Electric Company,CF6-80E1A4,Standard,TF,5.1,34.5,297.44,2.904,2.337,0.744,0.227,43.15,30.3,10.13,4.62,0.34,0.3,1.33,38.09,0.06,0.07,0.18,10.35,10.09,8.06,0,0,10.09,97.61,98.15,279,293,0.00457,0.00743
4GE081,General Electric Company,CF6-80E1A4,Low emissions,TF,5.1,34.5,297.44,2.904,2.337,0.744,0.227,31.28,23.54,12.66,4.77,0.04,0.02,1.44,15.05,0.04,0.04,0.09,0.92,5.9,5.5,0,0,5.9,97.61,98.15,279,293,0.00457,0.00743
01P02GE186,General Electric Company,CF6-80C2B1F,LEC,TF,5.1,30.13,254.26,2.422,1.983,0.65,0.199,24.94,19.72,12.47,4.73,0.04,0.04,2.13,19.23,0.05,0.05,0.11,1.54,6.9,4.5,0,0,6.9,97.61,98.15,279,293,0.00457,0.00743
01P03GE187,General Electric Company,CF6-80C2B5F,LEC,TF,5.1,32.82,272.53,2.685,2.162,0.697,0.206,28.58,21.76,12.74,4.91,0.05,0.04,1.83,17.45,0.05,0.05,0.11,1.31,7.4,5.2,0,0,7.4,97.61,98.15,279,293,0.0046,0.0074
01P02GE188,General Electric Company,CF6-80C2B6F,LEC,TF,5.1,31.72,267.03,2.594,2.104,0.682,0.203,27.38,21.05,12.63,4.81,0.05,0.04,1.93,18.42,0.05,0.05,0.11,1.43,6.9,5.3,0,0,6.9,97.61,98.15,279,293,0.00457,0.00743
21GE183,General Electric Company,GE90-113B,DAC,TF,7.2,41.81,504.9,4.43,3.484,1.054,0.338,48.351,35.53,15.9,5.475,0.126,0.14,2.295,35.036,0.031,0.024,0.05,3.726,3.2,2.2,1.58,1.36,3.2,97.06,98.32,290.7,298.7,0.0051,0.0094
01P21GE216,General Electric Company,GE90-110B1,DAC,TF,7.3,40.36,492.6,4.226,3.375,1.029,0.334,45.247,34.387,15.53,5.421,0.128,0.143,2.499,35.724,0.029,0.024,0.053,3.865,2.96,2.16,1.55,1.37,2.96,97.06,98.32,290.7,298.7,0.0051,0.0094
01P21GE217,General Electric Company,GE90-115B,DAC,TF,7.1,42.94,513.9,4.6,3.566,1.073,0.341,51.068,36.44,16.166,5.511,0.125,0.137,2.16,34.578,0.032,0.024,0.048,3.636,3.38,2.23,1.6,1.34,3.38,97.06,98.32,290.7,298.7,0.0051,0.0094
2GE052,General Electric Company,GE90-76B,DAC I,TF,8.5,35.3,360.62,2.83,2.33,0.78,0.3,44.86,35.39,12.68,5.88,0.09,0.13,5.8,40.35,0.07,0.06,0.67,3.42,0,0,0,9.9,10.22,97.38,98.59,274,299,0.001,0.00726
3GE062,General Electric Company,GE90-76B,DAC II,TF,8.6,35.1,360.62,2.824,2.311,0.781,0.28,40.11,31.59,15.55,5.43,0.15,0.17,1.32,15.41,0.04,0.04,0.07,0.57,2,1.8,1.8,1.8,,97.52,98.62,283,301,0.0036,0.0151
6GE087,General Electric Company,GE90-76B,DAC II,TF,8.53,34.88,360.6,2.781,2.28,0.763,0.267,40.41,31.77,15.09,5.64,0.12,0.15,1.58,15.66,0.04,0.03,0.06,0.52,2.8,1.8,2.9,2.5,2.9,97.3,98.2,279.1,281.6,0.0022,0.0064
9GE120,General Electric Company,GE90-76B,PEC,TF,8.6,35.45,354.32,2.981,2.435,0.82,0.292,42.68,33.82,14.43,5.01,0.32,0.33,2.27,34.99,0.04,0.03,0.06,3.37,0.89,0.82,1.39,1.59,1.59,98.41,98.66,277.2,281.3,0.0015,0.0043
9GE124,General Electric Company,GE90-76B,PEC,TF,8.53,35.5,363.22,2.796,2.281,0.738,0.258,40.25,32.43,13.76,5.1,0.31,0.32,2.77,34.12,0.03,0.03,0.07,3.21,0.94,0.82,1.4,1.56,1.56,98.41,98.66,277.2,281.3,0.0015,0.0043
3GE059,General Electric Company,GE90-77B,DAC I,TF,8.6,35.2,363.42,2.84,2.32,0.77,0.3,45.53,35.68,12.46,5.73,0.09,0.13,6.39,43.32,0.07,0.06,0.8,3.83,0,0,0,9.8,10.2,97.38,98.59,274,299,0.001,0.0073
3GE063,General Electric Company,GE90-77B,DAC II,TF,8.58,35.3,363.42,2.832,2.332,0.787,0.281,40.65,31.89,15.64,5.45,0.15,0.17,1.3,15.26,0.04,0.04,0.07,0.56,1.9,1.8,1.8,1.8,,97.52,98.62,283,301,0.0036,0.0151
6GE088,General Electric Company,GE90-77B,DAC II,TF,8.52,35.1,363.4,2.806,2.301,0.768,0.269,40.91,32.09,15.19,5.66,0.12,0.15,1.55,15.52,0.04,0.03,0.06,0.52,2.9,1.8,2.9,2.5,2.9,97.3,98.2,279.1,281.6,0.0022,0.0064
9GE121,General Electric Company,GE90-77B,PEC,TF,8.58,35.68,357.07,2.992,2.443,0.821,0.292,43.15,34.16,14.52,5.03,0.32,0.33,2.23,34.77,0.04,0.03,0.06,3.34,0.94,0.82,1.4,1.55,1.55,98.41,98.66,277.2,281.3,0.0015,0.0043
9GE125,General Electric Company,GE90-77B,PEC,TF,8.52,35.8,366.75,2.83,2.309,0.745,0.26,40.83,32.78,13.87,5.12,0.31,0.32,2.71,33.81,0.03,0.03,0.07,3.16,1.02,0.82,1.41,1.51,1.51,98.41,98.66,277.2,281.3,0.0015,0.0043
2GE053,General Electric Company,GE90-85B,DAC I,TF,8.4,38.1,395.31,3.19,2.6,0.85,0.3,52.01,40.27,10.3,6.01,0.08,0.12,25.35,37.83,0.08,0.07,1.52,3.05,0,0,0,9.6,9.8,97.38,98.59,274,299,0.001,0.00726
3GE064,General Electric Company,GE90-85B,DAC II,TF,8.44,38,395.31,3.169,2.583,0.852,0.292,47.28,35.7,16.73,5.69,0.15,0.16,1.1,13.67,0.04,0.04,0.07,0.45,1.8,1.8,1.8,1.8,,97.52,98.62,283,301,0.0036,0.0151
6GE089,General Electric Company,GE90-85B,DAC II,TF,8.41,37.7,395.3,3.115,2.55,0.832,0.282,47.25,36.17,16.24,5.86,0.12,0.13,1.3,14.1,0.04,0.03,0.05,0.46,3.3,2.4,3,2.5,3.3,97.3,98.2,279.1,281.6,0.0022,0.0064
9GE122,General Electric Company,GE90-85B,PEC,TF,8.44,38.37,388.4,3.182,2.591,0.851,0.292,46.77,38.49,15.56,5.25,0.32,0.32,1.79,32.26,0.04,0.03,0.06,2.96,1.68,0.75,1.35,1.2,1.68,98.41,98.66,277.2,281.3,0.0015,0.0043
9GE126,General Electric Company,GE90-85B,PEC,TF,8.41,38.16,397.21,3.131,2.553,0.804,0.271,45.54,36.35,14.77,5.33,0.3,0.31,2.16,31.34,0.04,0.03,0.06,2.8,1.73,0.74,1.33,1.19,1.73,98.41,98.66,277.2,281.3,0.0015,0.0043
3GE060,General Electric Company,GE90-90B,DAC I,TF,8.4,39.7,418.13,3.419,2.756,0.884,0.313,57.34,43.92,10.62,6.11,0.08,0.11,23.48,35.79,0.08,0.07,1.34,2.77,0,0,0,9.4,9.5,97.38,98.59,274,299,0.001,0.0073
3GE065,General Electric Company,GE90-90B,DAC II,TF,8.36,39.8,418.13,3.414,2.772,0.899,0.3,53.21,39.13,17.47,5.86,0.15,0.15,0.98,12.7,0.04,0.04,0.07,0.39,2,1.8,1.8,1.8,,97.52,98.62,283,301,0.0036,0.0151
6GE090,General Electric Company,GE90-90B,DAC II,TF,8.36,39.38,418.1,3.348,2.733,0.878,0.291,52.48,39.5,16.94,6,0.12,0.13,1.16,13.21,0.04,0.04,0.05,0.43,3.6,2.7,3.2,2.5,3.6,97.3,98.2,279.1,281.6,0.0022,0.0064
9GE123,General Electric Company,GE90-90B,PEC,TF,8.36,40.32,410.82,3.436,2.784,0.899,0.3,53.58,41.82,16.24,5.41,0.33,0.32,1.54,30.5,0.05,0.04,0.05,2.71,2.38,0.81,1.01,0.96,2.38,98.41,98.66,277.2,281.3,0.0015,0.0043
9GE127,General Electric Company,GE90-90B,PEC,TF,8.36,39.85,419.25,3.38,2.735,0.852,0.28,49.21,39.07,15.44,5.48,0.3,0.31,1.88,29.89,0.04,0.03,0.06,2.59,2.42,0.82,1,0.95,2.42,98.41,98.66,277.2,281.3,0.0015,0.0043
3GE061,General Electric Company,GE90-92B,DAC I,TF,8.4,40.4,426.72,3.523,2.83,0.902,0.316,59.56,45.41,10.89,6.17,0.08,0.1,21.87,34.7,0.09,0.07,1.17,2.64,0,0,0,9.3,9.5,97.38,98.59,274,299,0.001,0.0073
3GE066,General Electric Company,GE90-92B,DAC II,TF,8.33,40.6,426.72,3.515,2.844,0.917,0.304,55.9,40.51,17.74,5.92,0.15,0.15,0.94,12.35,0.04,0.04,0.07,0.37,2.1,1.8,1.8,1.8,,97.52,98.62,283,301,0.0036,0.0151
8GE100,General Electric Company,GE90-94B,DAC II,TF,8.33,40.53,432.8,3.514,2.848,0.908,0.296,56.41,41.74,17.38,6.09,0.12,0.12,1.07,12.69,0.04,0.04,0.05,0.41,3.7,2.9,3.2,2.5,3.7,97.3,98.2,279.1,281.6,0.0022,0.0064
9GE128,General Electric Company,GE90-94B,PEC,TF,8.33,40.82,430.92,3.513,2.831,0.876,0.284,51.33,40.63,15.81,5.55,0.3,0.31,1.74,29.23,0.04,0.03,0.06,2.49,3.04,1.01,0.95,0.81,3.04,98.41,98.66,277.2,281.3,0.0015,0.0043
11GE134,General Electric Company,GEnx-1B54,TAPS,TF,9.4,35.2,255.3,1.878,1.553,0.523,0.184,14.96,9.18,8.07,3.98,0.36,1.55,4.18,26.1,0.02,0.02,0.08,1.34,0,0,5.54,0.05,1.4,97.4,98.6,280.5,299,0.00345,0.00716
11GE135,General Electric Company,GEnx-1B58,TAPS,TF,9.2,37.2,271.3,2.019,1.667,0.554,0.19,18.04,11.02,8.41,4.08,0.25,0.87,3.69,24.31,0.02,0.02,0.07,1.11,0,0,5.54,0.05,2.3,97.4,98.6,280.5,299,0.00345,0.00716
11GE136,General Electric Company,GEnx-1B64,TAPS,TF,9,40.6,298,2.265,1.861,0.604,0.199,24.82,14.61,9.03,4.24,0.18,0.38,2.99,21.62,0.02,0.02,0.06,0.81,0,0,5.54,0.05,4,97.4,98.6,280.5,299,0.00345,0.00716
11GE137,General Electric Company,GEnx-1B67,TAPS,TF,8.9,41.9,308.7,2.368,1.94,0.625,0.203,28.56,16.26,9.29,4.3,0.17,0.3,2.76,20.7,0.02,0.02,0.06,0.72,0,0,5.54,0.05,4.8,97.4,98.6,280.5,299,0.00345,0.00716
11GE138,General Electric Company,GEnx-1B70,TAPS,TF,8.8,43.5,321.6,2.494,2.037,0.65,0.208,34.06,18.48,9.63,4.37,0.17,0.24,2.49,19.68,0.02,0.02,0.06,0.63,0,0,5.54,0.05,5.6,97.4,98.6,280.5,299,0.00345,0.00716
11GE139,General Electric Company,GEnx-2B67,TAPS,TF,8,42.4,299.8,2.451,2.012,0.701,0.216,31.2,17.94,9.58,4.43,0.17,0.28,2.53,18.95,0.02,0.02,0.06,0.57,0,0,5.54,0.05,5.54,97.4,98.6,280.5,299,0.00345,0.00716
12GE148,General Electric Company,GEnx-1B54/P1,TAPS,TF,9.4,35.1,255.3,1.893,1.569,0.536,0.195,15.72,9.71,8.13,4.11,0.34,1.43,4.09,23.61,0.02,0.02,0.08,1.02,0,0,1.7,0.01,7.6,97.4,98.6,280.5,299,0.00345,0.00716
12GE149,General Electric Company,GEnx-1B58/P1,TAPS,TF,9.2,37.1,271.3,2.033,1.683,0.567,0.2,18.86,11.67,8.48,4.22,0.24,0.8,3.6,21.97,0.02,0.02,0.07,0.84,0,0,2.6,0,7.6,97.4,98.6,280.5,299,0.00345,0.00716
12GE150,General Electric Company,GEnx-1B64/P1,TAPS,TF,9,40.5,298,2.278,1.876,0.618,0.21,25.74,15.36,9.11,4.37,0.18,0.36,2.91,19.73,0.02,0.02,0.06,0.64,0,0,4.3,0.04,7.6,97.4,98.6,280.5,299,0.00345,0.00716
12GE151,General Electric Company,GEnx-1B67/P1,TAPS,TF,8.9,41.9,308.7,2.38,1.954,0.639,0.214,29.34,17.04,9.39,4.43,0.18,0.29,2.68,18.94,0.02,0.02,0.06,0.58,0,0,5,0.1,7.6,97.4,98.6,280.5,299,0.00345,0.00716
12GE152,General Electric Company,GEnx-1B70/P1,TAPS,TF,8.8,43.5,321.6,2.505,2.051,0.664,0.219,34.61,19.3,9.73,4.5,0.17,0.235,2.42,18.05,0.02,0.02,0.055,0.52,0,0,5.8,0.1,7.6,97.4,98.6,280.5,299,0.00345,0.00716
12GE153,General Electric Company,GEnx-1B70/72/P1,TAPS,TF,8.8,43.5,321.6,2.505,2.051,0.664,0.219,34.61,19.3,9.73,4.5,0.17,0.235,2.42,18.05,0.02,0.02,0.055,0.52,0,0,5.8,0.1,7.6,97.4,98.6,280.5,299,0.00345,0.00716
12GE154,General Electric Company,GEnx-1B70/75/P1,TAPS,TF,8.8,43.5,321.6,2.505,2.051,0.664,0.219,34.61,19.3,9.73,4.5,0.17,0.235,2.42,18.05,0.02,0.02,0.055,0.52,0,0,5.8,0.1,7.6,97.4,98.6,280.5,299,0.00345,0.00716
12GE155,General Electric Company,GEnx-1B74/75/P1,TAPS,TF,8.8,46,341.2,2.709,2.202,0.703,0.226,44.96,23.36,10.3,4.61,0.17,0.19,2.09,16.86,0.03,0.02,0.05,0.44,0,0,6.7,0.08,7.6,97.4,98.6,280.5,299,0.00345,0.00716
12GE156,General Electric Company,GEnx-1B75/P1,TAPS,TF,8.8,46.5,345.2,2.753,2.234,0.711,0.227,47.53,24.34,10.42,4.64,0.17,0.19,2.03,16.63,0.03,0.02,0.05,0.43,0,0,6.8,0.08,7.6,97.4,98.6,280.5,299,0.00345,0.00716
13GE157,General Electric Company,GEnx-2B67B,TAPS,TF,8,42.4,299.8,2.451,2.012,0.701,0.216,31.2,17.94,9.58,4.43,0.17,0.28,2.53,18.95,0.02,0.02,0.06,0.57,0,0,5.54,0.05,5.54,97.4,98.6,280.5,299,0.00345,0.00716
01P17GE204,General Electric Company,GEnx-1B54/P2,TAPS,TF,9.39,35.5,255.3,1.88,1.554,0.527,0.203,17.22,11.54,9.27,4.66,0.32,1.73,2.81,16.39,0.02,0.02,0.06,0.58,0.13,0.1,0.03,0.06,0.58,98.1,98.5,295.1,298.8,0.01189,0.01439
01P17GE205,General Electric Company,GEnx-1B58/P2,TAPS,TF,9.24,37.5,271.3,2.023,1.668,0.558,0.203,20.43,13.27,9.67,4.66,0.18,0.93,2.52,16.39,0.02,0.02,0.05,0.58,0.14,0.11,0.06,0.06,0.58,98.1,98.5,295.1,298.8,0.01189,0.01439
01P17GE206,General Electric Company,GEnx-1B64/P2,TAPS,TF,9.01,40.9,298,2.273,1.863,0.609,0.204,27.12,16.85,10.39,4.69,0.09,0.34,2.11,16.13,0.02,0.02,0.05,0.56,0.16,0.13,0.14,0.06,0.58,98.1,98.5,295.1,298.8,0.01189,0.01439
01P17GE207,General Electric Company,GEnx-1B67/P2,TAPS,TF,8.92,42.2,308.7,2.376,1.943,0.629,0.209,30.32,18.57,10.67,4.76,0.08,0.24,1.97,15.49,0.02,0.02,0.05,0.5,0.17,0.14,0.19,0.06,0.58,98.1,98.5,295.1,298.8,0.01189,0.01439
01P17GE208,General Electric Company,GEnx-1B70/72/P2,TAPS,TF,8.81,43.9,321.6,2.504,2.042,0.654,0.213,34.77,20.87,11.02,4.85,0.06,0.17,1.82,14.78,0.02,0.02,0.05,0.44,0.18,0.15,0.25,0.06,0.58,98.1,98.5,295.1,298.8,0.01189,0.01439
01P17GE209,General Electric Company,GEnx-1B70/75/P2,TAPS,TF,8.81,43.9,321.6,2.504,2.042,0.654,0.213,34.77,20.87,11.02,4.85,0.06,0.17,1.82,14.78,0.02,0.02,0.05,0.44,0.18,0.15,0.25,0.06,0.58,98.1,98.5,295.1,298.8,0.01189,0.01439
01P17GE210,General Electric Company,GEnx-1B70/P2,TAPS,TF,8.81,43.9,321.6,2.504,2.042,0.654,0.213,34.77,20.87,11.02,4.85,0.06,0.17,1.82,14.78,0.02,0.02,0.05,0.44,0.18,0.15,0.25,0.06,0.58,98.1,98.5,295.1,298.8,0.01189,0.01439
01P17GE211,General Electric Company,GEnx-1B74/75/P2,TAPS,TF,8.65,46.4,341.2,2.704,2.196,0.693,0.221,42.71,24.9,11.56,4.99,0.05,0.11,1.61,13.8,0.02,0.02,0.04,0.38,0.2,0.16,0.37,0.07,0.58,98.1,98.5,295.1,298.8,0.01189,0.01439
01P17GE212,General Electric Company,GEnx-1B75/P2,TAPS,TF,8.62,47,345.2,2.746,2.229,0.701,0.222,44.61,25.83,11.67,5.01,0.05,0.1,1.57,13.62,0.03,0.02,0.04,0.37,0.2,0.16,0.4,0.07,0.58,98.1,98.5,295.1,298.8,0.01189,0.01439
01P17GE213,General Electric Company,GEnx-1B76/P2,TAPS,TF,8.59,47.5,349.2,2.79,2.262,0.709,0.223,46.9,26.78,11.78,5.04,0.05,0.09,1.53,13.44,0.03,0.02,0.04,0.36,0.2,0.16,0.43,0.07,0.58,98.1,98.5,295.1,298.8,0.01189,0.01439
01P17GE214,General Electric Company,GEnx-1B76A/P2,TAPS,TF,8.59,47.5,349.2,2.79,2.262,0.709,0.223,46.9,26.78,11.78,5.04,0.05,0.09,1.53,13.44,0.03,0.02,0.04,0.36,0.2,0.16,0.43,0.07,0.58,98.1,98.5,295.1,298.8,0.01189,0.01439
01P17GE215,General Electric Company,GEnx-2B67/P,TAPS,TF,8.03,43.55,299.81,2.453,2.009,0.642,0.219,34.21,21.1,11.11,4.92,0.07,0.17,1.78,14.28,0.02,0.02,0.04,0.41,0.47,0.47,0.54,0.54,0.58,98.1,98.5,295.1,298.8,0.01189,0.01439
21GE185,General Electric Company,Passport20-19BB1A,SAC,MTF,5.89322,41.3980675,84.15992427,0.801186196,0.657368264,0.227946817,0.078328944,37.60046481,28.76153229,14.8107488,6.549230686,0.290270759,0.299115736,1.217840803,11.02753633,0.013934595,0.009878582,0.016687889,0.04022317,0.485254636,0.395294109,0.040728486,0.046907236,0.508595614,96.7,99.1,285.3,294.3,0.0044,0.0104
