longitude,latitude,altitude,time,flight_id,true_airspeed,aircraft_mass,fuel_flow_1,fuel_flow_2
-25.10740741,34.04296296,10900,2022-03-01 00:15:58,test,215.89690137419026,237559.20962534213,0.786982358,0.786982358
-25.10925926,34.04370370366641,10900,2022-03-01 00:15:59,test,215.9015097177799,237557.63566062695,0.786983989,0.786983989
-25.11111111,34.04444444440652,10900,2022-03-01 00:16:00,test,215.9061180924968,237556.06169264903,0.786984086,0.786984086
-25.11296296,34.04518518514663,10900,2022-03-01 00:16:01,test,215.91072555120846,237554.48772447792,0.786983092,0.786983092
-25.11481481,34.045925925886735,10900,2022-03-01 00:16:02,test,215.91533138596475,237552.91375829326,0.786983246,0.786983246
-25.11666667,34.04666666662685,10900,2022-03-01 00:16:03,test,215.9199363,237551.3397918004,0.786984883,0.786984883
-25.11851852,34.047407407366954,10900,2022-03-01 00:16:04,test,215.92454125416552,237549.7658220348,0.786984989,0.786984989
-25.12037037,34.04814814810706,10900,2022-03-01 00:16:05,test,215.9291452873312,237548.19185205744,0.786986682,0.786986682
-25.12222222,34.04888888884717,10900,2022-03-01 00:16:06,test,215.93374935174302,237546.61787869432,0.786984157,0.786984157
-25.12407407,34.04962962958728,10900,2022-03-01 00:16:07,test,215.9383508446121,237545.04391037943,0.786985798,0.786985798
-25.12592593,34.050370370327386,10900,2022-03-01 00:16:08,test,215.9429523686487,237543.4699387838,0.786987441,0.786987441
-25.12777778,34.05111111,10900,2022-03-01 00:16:09,test,215.94755392381458,237541.89596390253,0.786986076,0.786986076
-25.12962963,34.051851851807605,10900,2022-03-01 00:16:10,test,215.95215361444988,237540.32199175036,0.786986622,0.786986622
-25.13148148,34.05259259254772,10900,2022-03-01 00:16:11,test,215.95675262894414,237538.74801850726,0.786989426,0.786989426
-25.13333333,34.053333333287824,10900,2022-03-01 00:16:12,test,215.96135238185465,237537.17403965478,0.786986904,0.786986904
-25.13518519,34.05407407402793,10900,2022-03-01 00:16:13,test,215.96594956293774,237535.60006584678,0.786988611,0.786988611
-25.13703704,34.054814814768044,10900,2022-03-01 00:16:14,test,215.97054677469944,237534.02608862566,0.786988778,0.786988778
-25.13888889,34.05555555550815,10900,2022-03-01 00:16:15,test,215.9751430698002,237532.45211106897,0.786987754,0.786987754
-25.14074074,34.056296296248256,10900,2022-03-01 00:16:16,test,215.97973774087296,237530.87813555996,0.786990609,0.786990609
-25.14259259,34.05703703698837,10900,2022-03-01 00:16:17,test,215.98433314985314,237529.3041543414,0.786989661,0.786989661
-25.14444444,34.057777777728475,10900,2022-03-01 00:16:18,test,215.9889269501792,237527.7301750186,0.78698995,0.78698995
-25.1462963,34.05851851846858,10900,2022-03-01 00:16:19,test,215.99351990243468,237526.15619511798,0.786990126,0.786990126
-25.14814815,34.059259259208694,10900,2022-03-01 00:16:20,test,215.99811193739242,237524.58221486508,0.786993377,0.786993377
-25.15,34.06,10900,2022-03-01 00:16:21,test,216.00270495163272,237523.00822811012,0.786989341,0.786989341
-25.15185185,34.06074074068933,10900,2022-03-01 00:16:22,test,216.00729444514326,237521.4342494291,0.786993685,0.786993685
-25.1537037,34.061481481431755,10900,2022-03-01 00:16:23,test,216.01188562457486,237519.86026205923,0.786992766,0.786992766
-25.15555556,34.062222222174185,10900,2022-03-01 00:16:24,test,216.01647517991964,237518.28627652794,0.786992927,0.786992927
-25.15740741,34.06296296291661,10900,2022-03-01 00:16:25,test,216.02106380241912,237516.71229067337,0.786992957,0.786992957
-25.15925926,34.06370370365904,10900,2022-03-01 00:16:26,test,216.02565143829614,237515.1383047586,0.786994722,0.786994722
-25.16111111,34.06444444440147,10900,2022-03-01 00:16:27,test,216.0302391047633,237513.5643153146,0.786996452,0.786996452
-25.16296296,34.06518518514389,10900,2022-03-01 00:16:28,test,216.03482680214168,237511.99032241103,0.786992427,0.786992427
-25.16481481,34.06592592588632,10900,2022-03-01 00:16:29,test,216.03941097841798,237510.41633755702,0.786995684,0.786995684
-25.16666667,34.06666666662874,10900,2022-03-01 00:16:30,test,216.04399613397163,237508.84234618998,0.78699702,0.78699702
-25.16851852,34.06740740737117,10900,2022-03-01 00:16:31,test,216.0485810778893,237507.26835214958,0.786997608,0.786997608
-25.17037037,34.06814814811359,10900,2022-03-01 00:16:32,test,216.0531653461528,237505.6943569337,0.786993645,0.786993645
-25.17222222,34.06888888885602,10900,2022-03-01 00:16:33,test,216.05774609335108,237504.1203696447,0.786998052,0.786998052
-25.17407407,34.069629629598445,10900,2022-03-01 00:16:34,test,216.0623285257718,237502.54637354138,0.786999778,0.786999778
-25.17592593,34.070370370340875,10900,2022-03-01 00:16:35,test,216.06691098877255,237500.97237398507,0.786997314,0.786997314
-25.17777778,34.07111111,10900,2022-03-01 00:16:36,test,216.0714908788875,237499.39837935637,0.787000192,0.787000192
-25.17962963,34.07185185182573,10900,2022-03-01 00:16:37,test,216.0760715056603,237497.82437897223,0.786999301,0.786999301
-25.18148148,34.07259259256816,10900,2022-03-01 00:16:38,test,216.08065050812604,237496.2503803697,0.786999508,0.786999508
-25.18333333,34.07333333331058,10900,2022-03-01 00:16:39,test,216.0852285923247,237494.67638135422,0.787001243,0.787001243
-25.18518519,34.07407407405301,10900,2022-03-01 00:16:40,test,216.0898067,237493.10237886824,0.787001507,0.787001507
-25.18703704,34.07481481479543,10900,2022-03-01 00:16:41,test,216.0943839030871,237491.52837585346,0.78700325,0.78700325
-25.18888889,34.07555555553786,10900,2022-03-01 00:16:43,test,216.09896112977503,237489.95436935328,0.787000832,0.787000832
-25.19074074,34.07629629628028,10900,2022-03-01 00:16:44,test,216.10353578330955,237488.3803676885,0.787003725,0.787003725
-25.19259259,34.07703703702271,10900,2022-03-01 00:16:45,test,216.10811117279536,237486.80636023832,0.787002843,0.787002843
-25.19444444,34.077777777765135,10900,2022-03-01 00:16:46,test,216.11268493814796,237485.23235455184,0.787003059,0.787003059
-25.1962963,34.078518518507565,10900,2022-03-01 00:16:47,test,216.11725778464108,237483.6583484331,0.787004852,0.787004852
-25.19814815,34.07925925924999,10900,2022-03-01 00:16:48,test,216.1218306615682,237482.08433872866,0.787007765,0.787007765
-25.2,34.07999999999242,10900,2022-03-01 00:16:49,test,216.1264042741445,237480.5103231994,0.787006885,0.787006885
-25.20185185,34.080740740734846,10900,2022-03-01 00:16:50,test,216.13097626223777,237478.93630942886,0.78700448,0.78700448
-25.2037037,34.08148148147727,10900,2022-03-01 00:16:51,test,216.13554567714772,237477.36230046878,0.78700738,0.78700738
-25.20555556,34.08222222,10900,2022-03-01 00:16:52,test,216.1401158274865,237475.78828570814,0.787009194,0.787009194
-25.20740741,34.08296296296212,10900,2022-03-01 00:16:53,test,216.14468600790576,237474.21426732073,0.787006738,0.787006738
-25.20925926,34.08370370370455,10900,2022-03-01 00:16:54,test,216.14925361484697,237472.64025384546,0.787009689,0.787009689
-25.21111111,34.08444444444697,10900,2022-03-01 00:16:55,test,216.15382195710234,237471.0662344671,0.787008823,0.787008823
-25.21296296,34.08518519,10900,2022-03-01 00:16:56,test,216.15838867485073,237469.4922168201,0.787013277,0.787013277
-25.21481481,34.085925925931825,10900,2022-03-01 00:16:57,test,216.1629570770949,237467.91819026633,0.78700935,0.78700935
-25.21666667,34.086666666674255,10900,2022-03-01 00:16:58,test,216.16752195623516,237466.34417156712,0.787011165,0.787011165
-25.21851852,34.087407407416684,10900,2022-03-01 00:16:59,test,216.17208686525302,237464.77014923765,0.787012983,0.787012983
-25.22037037,34.08814814815911,10900,2022-03-01 00:17:00,test,216.17665180427585,237463.19612327256,0.787013268,0.787013268
-25.22222222,34.088888888901536,10900,2022-03-01 00:17:01,test,216.18121582368204,237461.62209673668,0.787013553,0.787013553
-25.22407407,34.08962962964396,10900,2022-03-01 00:17:02,test,216.1857789236599,237460.04806963122,0.787015386,0.787015386
-25.22592593,34.09037037038639,10900,2022-03-01 00:17:03,test,216.19034205331138,237458.4740388598,0.787015674,0.787015674
-25.22777778,34.09111111112881,10900,2022-03-01 00:17:04,test,216.19490426340127,237456.9000075125,0.787013289,0.787013289
-25.22962963,34.09185185187124,10900,2022-03-01 00:17:05,test,216.19946389943723,237455.32598093414,0.787017793,0.787017793
-25.23148148,34.09259259261366,10900,2022-03-01 00:17:06,test,216.20402521945755,237453.75194534822,0.787015416,0.787015416
-25.23333333,34.09333333335609,10900,2022-03-01 00:17:07,test,216.20858396535954,237452.1779,0.787019922,0.787019922
-25.23518519,34.094074074098515,10900,2022-03-01 00:17:08,test,216.2131443950984,237450.60387467215,0.787017542,0.787017542
-25.23703704,34.094814814840944,10900,2022-03-01 00:17:09,test,216.2177022505834,237449.02983958725,0.787020526,0.787020526
-25.23888889,34.095555555583374,10900,2022-03-01 00:17:10,test,216.22226084039397,237447.45579853558,0.787019686,0.787019686
-25.24074074,34.0962963,10900,2022-03-01 00:17:11,test,216.22681780546327,237445.88175916346,0.787022663,0.787022663
-25.24259259,34.097037037068226,10900,2022-03-01 00:17:12,test,216.23137550458904,237444.30771383806,0.78702183,0.78702183
-25.24444444,34.09777777781065,10900,2022-03-01 00:17:13,test,216.23593157890224,237442.73367017804,0.787020601,0.787020601
-25.2462963,34.09851851855308,10900,2022-03-01 00:17:14,test,216.24048578338076,237441.1596289767,0.787024031,0.787024031
-25.24814815,34.09925926,10900,2022-03-01 00:17:15,test,216.24504096700892,237439.5855809146,0.787022808,0.787022808
-25.25,34.10000000003793,10900,2022-03-01 00:17:16,test,216.24959428036837,237438.0115352982,0.786443029,0.786443029
-25.25185185,34.10074074078035,10900,2022-03-01 00:17:17,test,216.25378800307365,237436.43864924024,0.786441875,0.786441875
-25.2537037,34.10148148152278,10900,2022-03-01 00:17:18,test,216.25798013807417,237434.86576549083,0.786441908,0.786441908
-25.25555556,34.102222222265205,10900,2022-03-01 00:17:19,test,216.26217138994855,237433.29288167524,0.786444619,0.786444619
-25.25740741,34.102962963007634,10900,2022-03-01 00:17:20,test,216.26636341239882,237431.71999243685,0.786446191,0.786446191
-25.25925926,34.103703703750064,10900,2022-03-01 00:17:21,test,216.2705555011344,237430.14710005446,0.786447762,0.786447762
-25.26111111,34.104444444492486,10900,2022-03-01 00:17:22,test,216.27474765630262,237428.57420453103,0.786447815,0.786447815
-25.26296296,34.105185185234916,10900,2022-03-01 00:17:23,test,216.2789389277895,237427.0013089004,0.786447907,0.786447907
-25.26481481,34.10592592597734,10900,2022-03-01 00:17:24,test,216.28312931558517,237425.42841308712,0.786449488,0.786449488
-25.26666667,34.10666666671977,10900,2022-03-01 00:17:25,test,216.2873197695933,237423.85551411196,0.786452205,0.786452205
-25.26851852,34.10740740746219,10900,2022-03-01 00:17:26,test,216.2915109937212,237422.28260970215,0.786451126,0.786451126
-25.27037037,34.10814814820462,10900,2022-03-01 00:17:27,test,216.2957006298388,237420.7097074498,0.786453891,0.786453891
-25.27222222,34.10888888894704,10900,2022-03-01 00:17:28,test,216.29989103605314,237419.1367996682,0.786453941,0.786453941
-25.27407407,34.10962962968947,10900,2022-03-01 00:17:29,test,216.30408055809957,237417.56389178568,0.786455534,0.786455534
-25.27592593,34.110370370431895,10900,2022-03-01 00:17:30,test,216.30827014596397,237415.99098071802,0.786457179,0.786457179
-25.27777778,34.111111111174324,10900,2022-03-01 00:17:31,test,216.31245979982228,237414.41806635942,0.786458373,0.786458373
-25.27962963,34.111851851916754,10900,2022-03-01 00:17:32,test,216.3166493,237412.84514961246,0.786458885,0.786458885
-25.28148148,34.112592592659176,10900,2022-03-01 00:17:33,test,216.3208381082412,237411.2722318425,0.786460091,0.786460091
-25.28333333,34.113333333401606,10900,2022-03-01 00:17:34,test,216.32502676250502,237409.69931166066,0.786461742,0.786461742
-25.28518519,34.11407407414403,10900,2022-03-01 00:17:35,test,216.32921548247054,237408.12638817623,0.786463388,0.786463388
-25.28703704,34.11481481488646,10900,2022-03-01 00:17:36,test,216.33340426809102,237406.55346140047,0.786466143,0.786466143
-25.28888889,34.11555555562888,10900,2022-03-01 00:17:37,test,216.33759382270426,237404.9805291139,0.786463578,0.786463578
-25.29074074,34.11629629637131,10900,2022-03-01 00:17:38,test,216.34178083871916,237403.40760195765,0.786467863,0.786467863
-25.29259259,34.11703703711373,10900,2022-03-01 00:17:39,test,216.3459695738953,237401.83466623153,0.78646685,0.78646685
-25.29444444,34.11777777785616,10900,2022-03-01 00:17:40,test,216.35015672086809,237400.2617325306,0.786468065,0.786468065
-25.2962963,34.118518518598584,10900,2022-03-01 00:17:41,test,216.35434365523585,237398.68879640073,0.786472323,0.786472323
-25.29814815,34.119259259341014,10900,2022-03-01 00:17:42,test,216.35853225484695,237397.11585175552,0.786471309,0.786471309
-25.3,34.120000000083444,10900,2022-03-01 00:17:43,test,216.36271926597237,237395.5429091366,0.786474125,0.786474125
-25.30185185,34.120740740825866,10900,2022-03-01 00:17:44,test,216.3669070456785,237393.96996088585,0.786471539,0.786471539
-25.3037037,34.12148148156745,10900,2022-03-01 00:17:45,test,216.3710923,237392.39701780834,0.786475923,0.786475923
-25.30555556,34.122222222307556,10900,2022-03-01 00:17:46,test,216.37527924519594,237390.8240659619,0.786477608,0.786477608
-25.30740741,34.12296296304767,10900,2022-03-01 00:17:47,test,216.37946626957486,237389.25111074653,0.786478929,0.786478929
-25.30925926,34.123703703787776,10900,2022-03-01 00:17:48,test,216.38365314165006,237387.6781528879,0.786478025,0.786478025
-25.31111111,34.12444444452788,10900,2022-03-01 00:17:49,test,216.38783847884537,237386.1051968374,0.786482372,0.786482372
-25.31296296,34.125185185267995,10900,2022-03-01 00:17:50,test,216.39202553462644,237384.53223209266,0.786482527,0.786482527
-25.31481482,34.12592593,10900,2022-03-01 00:17:51,test,216.39621170431968,237382.9592670384,0.786482731,0.786482731
-25.31666667,34.12666666674821,10900,2022-03-01 00:17:52,test,216.4003969882597,237381.38630157578,0.78648441,0.78648441
-25.31851852,34.12740740748832,10900,2022-03-01 00:17:53,test,216.40458233663762,237379.81333275544,0.786487241,0.786487241
-25.32037037,34.128148148228426,10900,2022-03-01 00:17:54,test,216.40876845241553,237378.2403582737,0.786488925,0.786488925
-25.32222222,34.12888888896854,10900,2022-03-01 00:17:55,test,216.41295463279764,237376.66738042314,0.786489136,0.786489136
-25.32407407,34.129629629708646,10900,2022-03-01 00:17:56,test,216.4171399268195,237375.09440215066,0.786490831,0.786490831
-25.32592593,34.13037037044875,10900,2022-03-01 00:17:57,test,216.42132528556107,237373.52142048863,0.786489462,0.786489462
-25.32777778,34.131111111188865,10900,2022-03-01 00:17:58,test,216.42550880644518,237371.9484415645,0.786495418,0.786495418
-25.32962963,34.13185185192897,10900,2022-03-01 00:17:59,test,216.42969499630334,237370.37545072922,0.786495632,0.786495632
-25.33148148,34.13259259266908,10900,2022-03-01 00:18:00,test,216.4338802996725,237368.80245946444,0.786495806,0.786495806
-25.33333333,34.13333333340919,10900,2022-03-01 00:18:01,test,216.43806471614636,237367.22946785172,0.786496021,0.786496021
-25.33518519,34.13407407,10900,2022-03-01 00:18:02,test,216.44224824545165,237365.6564758097,0.786500451,0.786500451
-25.33703704,34.13481481,10900,2022-03-01 00:18:03,test,216.4464334925919,237364.0834749085,0.786499491,0.786499491
-25.33888889,34.135555555629516,10900,2022-03-01 00:18:04,test,216.45061715058168,237362.5104759256,0.786503515,0.786503515
-25.34074074,34.13629629636962,10900,2022-03-01 00:18:05,test,216.4548023,237360.93746889476,0.786504148,0.786504148
-25.34259259,34.13703703710973,10900,2022-03-01 00:18:06,test,216.45898676498555,237359.36446059827,0.786502846,0.786502846
-25.34444444,34.13777777784984,10900,2022-03-01 00:18:07,test,216.46316941440554,237357.7914549069,0.786507286,0.786507286
-25.3462963,34.13851851858995,10900,2022-03-01 00:18:08,test,216.46735378100846,237356.2184403346,0.786509048,0.786509048
-25.34814815,34.13925925933005,10900,2022-03-01 00:18:09,test,216.47153821193356,237354.64542223793,0.786509291,0.786509291
-25.35,34.14000000007017,10900,2022-03-01 00:18:10,test,216.47572175493517,237353.07240365644,0.786512196,0.786512196
-25.35185185,34.14074074081027,10900,2022-03-01 00:18:11,test,216.47990606333317,237351.49937926402,0.786511263,0.786511263
-25.3537037,34.14148148155038,10900,2022-03-01 00:18:12,test,216.48408878278647,237349.9263567381,0.786514216,0.786514216
-25.35555556,34.14222222229049,10900,2022-03-01 00:18:13,test,216.48827226712626,237348.35332830535,0.786514463,0.786514463
-25.35740741,34.14296296,10900,2022-03-01 00:18:14,test,216.49245486379468,237346.7802993786,0.786518922,0.786518922
-25.35925926,34.143703703770704,10900,2022-03-01 00:18:15,test,216.4966391770657,237345.20726153467,0.786519173,0.786519173
-25.36111111,34.14444444451082,10900,2022-03-01 00:18:16,test,216.5008226019189,237343.6342231887,0.786520956,0.786520956
-25.36296296,34.145185185250924,10900,2022-03-01 00:18:17,test,216.50500609061308,237342.0611812769,0.786521256,0.786521256
-25.36481481,34.14592592599104,10900,2022-03-01 00:18:18,test,216.5091886910972,237340.48813876483,0.786523007,0.786523007
-25.36666667,34.14666666673114,10900,2022-03-01 00:18:19,test,216.51337135469615,237338.91509274984,0.786525981,0.786525981
-25.36851852,34.14740740747125,10900,2022-03-01 00:18:20,test,216.5175547830057,237337.34204078687,0.786526291,0.786526291
-25.37037037,34.14814814821136,10900,2022-03-01 00:18:21,test,216.52173732277745,237335.7689882057,0.786530765,0.786530765
-25.37222222,34.14888888895147,10900,2022-03-01 00:18:22,test,216.52592157852197,237334.19592667537,0.786528408,0.786528408
-25.37407407,34.149629629691574,10900,2022-03-01 00:18:23,test,216.53010329303535,237332.6228698584,0.786531347,0.786531347
-25.37592593,34.15037037043169,10900,2022-03-01 00:18:24,test,216.5342857712757,237331.04980716523,0.786533186,0.786533186
-25.37777778,34.151111111171794,10900,2022-03-01 00:18:25,test,216.53846831257349,237329.47674079283,0.786537669,0.786537669
-25.37962963,34.15185185,10900,2022-03-01 00:18:26,test,216.54265257002163,237327.9036654555,0.786533784,0.786533784
-25.38148148,34.15259259265201,10900,2022-03-01 00:18:27,test,216.54683333334478,237326.3305978882,0.78653831,0.78653831
-25.38333333,34.15333333339212,10900,2022-03-01 00:18:28,test,216.5510158123473,237324.75752126751,0.786542798,0.786542798
-25.38518519,34.154074074132225,10900,2022-03-01 00:18:29,test,216.55520000709942,237323.1844,0.78654046,0.78654046
-25.38703704,34.15481481487234,10900,2022-03-01 00:18:30,test,216.5593816595663,237321.61135475102,0.786543411,0.786543411
-25.38888889,34.155555555612445,10900,2022-03-01 00:18:31,test,216.56356407550544,237320.03826792815,0.786545331,0.786545331
-25.39074074,34.15629629635255,10900,2022-03-01 00:18:32,test,216.56774655448575,237318.46517726523,0.786548286,0.786548286
-25.39259259,34.157037037092664,10900,2022-03-01 00:18:33,test,216.57192979588854,237316.8920806935,0.786545955,0.786545955
-25.39444444,34.15777777783277,10900,2022-03-01 00:18:34,test,216.5761105,237315.31898878305,0.7865505,0.7865505
-25.3962963,34.158518518572876,10900,2022-03-01 00:18:35,test,216.58029291000796,237313.74588778242,0.786553556,0.786553556
-25.39814815,34.15925925931299,10900,2022-03-01 00:18:36,test,216.58447608713416,237312.17278067034,0.786552718,0.786552718
-25.4,34.160000000053095,10900,2022-03-01 00:18:37,test,216.58865767436342,237310.59967523438,0.786555746,0.786555746
-25.40185185,34.16074074,10900,2022-03-01 00:18:38,test,216.5928400240811,237309.0266,0.786556088,0.786556088
-25.4037037,34.161481481533315,10900,2022-03-01 00:18:39,test,216.59702148342708,237307.45345156628,0.786560644,0.786560644
-25.40555556,34.16222222227342,10900,2022-03-01 00:18:40,test,216.60120465796933,237305.88033027854,0.786561039,0.786561039
-25.40740741,34.162962963013534,10900,2022-03-01 00:18:41,test,216.60538694205385,237304.3072081997,0.786562936,0.786562936
-25.40925926,34.16370370375364,10900,2022-03-01 00:18:42,test,216.60956928797805,237302.73408232763,0.786563341,0.786563341
-25.41111111,34.164444444493746,10900,2022-03-01 00:18:43,test,216.61375074387166,237301.16095564654,0.786566364,0.786566364
-25.41296296,34.16518518523386,10900,2022-03-01 00:18:44,test,216.6179329613752,237299.58782291756,0.786568271,0.786568271
-25.41481481,34.165925925973966,10900,2022-03-01 00:18:45,test,216.62211524094332,237298.01468637583,0.786571306,0.786571306
-25.41666667,34.16666666671407,10900,2022-03-01 00:18:46,test,216.62629828232454,237296.4415437636,0.786571717,0.786571717
-25.41851852,34.167407407454185,10900,2022-03-01 00:18:47,test,216.63048043240565,237294.86840032897,0.786573624,0.786573624
-25.42037037,34.16814814819429,10900,2022-03-01 00:18:48,test,216.63466264463045,237293.2952530818,0.786575539,0.786575539
-25.42222222,34.16888889,10900,2022-03-01 00:18:49,test,216.63884491877388,237291.72210200317,0.786577089,0.786577089
